Species,Site,Variable,Value
ACEMAC,PSPST,719nm,106.717506
ACEMAC,PSPST,720nm,107.379333
ACEMAC,PSPST,721nm,108.131462
ACEMAC,PSPST,722nm,109.559151
ACEMAC,PSPST,723nm,111.318619
ACEMAC,PSPST,724nm,113.535118
ACEMAC,PSPST,725nm,116.202675
ACEMAC,PSPST,726nm,119.079727
ACEMAC,PSPST,727nm,122.274666
ACEMAC,PSPST,728nm,125.527306
ACEMAC,PSPST,729nm,128.875504
ACEMAC,PSPST,730nm,132.583054
ACEMAC,PSPST,731nm,136.422531
ACEMAC,PSPST,732nm,140.34491
ACEMAC,PSPST,733nm,144.286285
ACEMAC,PSPST,734nm,148.279327
ACEMAC,PSPST,735nm,152.319641
ACEMAC,PSPST,736nm,156.037491
ACEMAC,PSPST,737nm,159.552444
ACEMAC,PSPST,738nm,162.815277
ACEMAC,PSPST,739nm,165.802917
ACEMAC,PSPST,740nm,168.560196
ACEMAC,PSPST,741nm,170.967133
ACEMAC,PSPST,742nm,173.134506
ACEMAC,PSPST,743nm,175.184631
ACEMAC,PSPST,744nm,177.0755
ACEMAC,PSPST,745nm,178.700775
ACEMAC,PSPST,746nm,180.169785
ACEMAC,PSPST,747nm,181.401932
ACEMAC,PSPST,748nm,182.333542
ACEMAC,PSPST,749nm,182.992188
ACEMAC,PSPST,750nm,183.037918
ACEMAC,PSPST,751nm,182.323257
ACEMAC,PSPST,752nm,180.973785
ACEMAC,PSPST,753nm,178.257324
ACEMAC,PSPST,754nm,174.059525
ACEMAC,PSPST,755nm,168.861679
ACEMAC,PSPST,756nm,162.298309
ACEMAC,PSPST,757nm,155.633926
ACEMAC,PSPST,758nm,149.071045
ACEMAC,PSPST,759nm,143.371613
ACEMAC,PSPST,760nm,138.79216
ACEMAC,PSPST,761nm,135.182358
ACEMAC,PSPST,762nm,133.579834
ACEMAC,PSPST,763nm,133.59465
ACEMAC,PSPST,764nm,134.831207
ACEMAC,PSPST,765nm,137.982971
ACEMAC,PSPST,766nm,142.709152
ACEMAC,PSPST,767nm,148.460693
ACEMAC,PSPST,768nm,155.426529
ACEMAC,PSPST,769nm,162.227615
ACEMAC,PSPST,770nm,168.733917
ACEMAC,PSPST,771nm,174.530167
ACEMAC,PSPST,772nm,179.234879
ACEMAC,PSPST,773nm,183.147949
ACEMAC,PSPST,774nm,185.968948
ACEMAC,PSPST,775nm,187.94809
ACEMAC,PSPST,776nm,189.419968
ACEMAC,PSPST,777nm,190.309906
ACEMAC,PSPST,778nm,190.752274
ACEMAC,PSPST,779nm,191.017624
ACEMAC,PSPST,780nm,191.121613
ACEMAC,PSPST,Time,2019/08/14_11:18:05
ACEMAC,PSPST,LUX,3229.673584
ACEMAC,PSPST,fc,300.155548
ACEMAC,PSPST,CCT,5217
ACEMAC,PSPST,Duv,0.010458
ACEMAC,PSPST,I-Time,112
ACEMAC,PSPST,x,0.340433
ACEMAC,PSPST,y,0.369224
ACEMAC,PSPST,u',0.201743
ACEMAC,PSPST,v',0.492312
ACEMAC,PSPST,deltax,0.001137
ACEMAC,PSPST,deltay,0.022339
ACEMAC,PSPST,deltau',-0.007568
ACEMAC,PSPST,deltav',0.010826
ACEMAC,PSPST,LambdaP,780
ACEMAC,PSPST,LambdaPV,159.683029
ACEMAC,PSPST,LambdaD,562
ACEMAC,PSPST,Purity,12.954277
ACEMAC,PSPST,IRR,20.773161
ACEMAC,PSPST,CRI,87.632263
ACEMAC,PSPST,R1,84.557945
ACEMAC,PSPST,R2,88.969872
ACEMAC,PSPST,R3,93.974014
ACEMAC,PSPST,R4,86.366997
ACEMAC,PSPST,R5,84.941406
ACEMAC,PSPST,R6,85.544662
ACEMAC,PSPST,R7,94.453934
ACEMAC,PSPST,R8,82.249268
ACEMAC,PSPST,R9,46.340252
ACEMAC,PSPST,R10,74.620667
ACEMAC,PSPST,R11,81.960175
ACEMAC,PSPST,R12,77.663971
ACEMAC,PSPST,R13,84.672966
ACEMAC,PSPST,R14,96.475845
ACEMAC,PSPST,R15,81.523758
ACEMAC,PSPST,PPFD,52.658955
ACEMAC,PSPST,PFD,109.833244
ACEMAC,PSPST,PFD-UV,1.342455
ACEMAC,PSPST,PFD-B,12.955212
ACEMAC,PSPST,PFD-G,21.130783
ACEMAC,PSPST,PFD-R,18.936214
ACEMAC,PSPST,PFD-FR,56.222584
ACEMAC,PSPST,380nm,17.047352
ACEMAC,PSPST,381nm,17.1863
ACEMAC,PSPST,382nm,17.220226
ACEMAC,PSPST,383nm,17.204607
ACEMAC,PSPST,384nm,17.117466
ACEMAC,PSPST,385nm,17.237341
ACEMAC,PSPST,386nm,17.533209
ACEMAC,PSPST,387nm,17.604073
ACEMAC,PSPST,388nm,17.565033
ACEMAC,PSPST,389nm,17.837067
ACEMAC,PSPST,390nm,18.185232
ACEMAC,PSPST,391nm,18.276421
ACEMAC,PSPST,392nm,18.387285
ACEMAC,PSPST,393nm,19.023632
ACEMAC,PSPST,394nm,19.710342
ACEMAC,PSPST,395nm,20.600235
ACEMAC,PSPST,396nm,21.468941
ACEMAC,PSPST,397nm,22.294806
ACEMAC,PSPST,398nm,23.332525
ACEMAC,PSPST,399nm,24.615641
ACEMAC,PSPST,400nm,25.686033
ACEMAC,PSPST,401nm,26.612276
ACEMAC,PSPST,402nm,27.624994
ACEMAC,PSPST,403nm,28.669849
ACEMAC,PSPST,404nm,29.178072
ACEMAC,PSPST,405nm,29.600691
ACEMAC,PSPST,406nm,29.744133
ACEMAC,PSPST,407nm,29.875803
ACEMAC,PSPST,408nm,29.936037
ACEMAC,PSPST,409nm,30.023123
ACEMAC,PSPST,410nm,30.18478
ACEMAC,PSPST,411nm,30.404472
ACEMAC,PSPST,412nm,30.711351
ACEMAC,PSPST,413nm,30.878428
ACEMAC,PSPST,414nm,30.92399
ACEMAC,PSPST,415nm,31.077732
ACEMAC,PSPST,416nm,31.284538
ACEMAC,PSPST,417nm,31.275648
ACEMAC,PSPST,418nm,31.215237
ACEMAC,PSPST,419nm,31.170776
ACEMAC,PSPST,420nm,31.120543
ACEMAC,PSPST,421nm,30.994534
ACEMAC,PSPST,422nm,30.847652
ACEMAC,PSPST,423nm,30.626545
ACEMAC,PSPST,424nm,30.317722
ACEMAC,PSPST,425nm,29.851582
ACEMAC,PSPST,426nm,29.476765
ACEMAC,PSPST,427nm,29.194326
ACEMAC,PSPST,428nm,29.072994
ACEMAC,PSPST,429nm,29.043497
ACEMAC,PSPST,430nm,29.142311
ACEMAC,PSPST,431nm,29.277866
ACEMAC,PSPST,432nm,29.480478
ACEMAC,PSPST,433nm,29.695768
ACEMAC,PSPST,434nm,30.015846
ACEMAC,PSPST,435nm,30.431288
ACEMAC,PSPST,436nm,31.22154
ACEMAC,PSPST,437nm,31.891443
ACEMAC,PSPST,438nm,32.333927
ACEMAC,PSPST,439nm,32.76844
ACEMAC,PSPST,440nm,33.194664
ACEMAC,PSPST,441nm,33.491848
ACEMAC,PSPST,442nm,33.714825
ACEMAC,PSPST,443nm,34.187355
ACEMAC,PSPST,444nm,34.730076
ACEMAC,PSPST,445nm,35.321785
ACEMAC,PSPST,446nm,35.889214
ACEMAC,PSPST,447nm,36.105267
ACEMAC,PSPST,448nm,36.316563
ACEMAC,PSPST,449nm,36.511219
ACEMAC,PSPST,450nm,36.731274
ACEMAC,PSPST,451nm,36.994339
ACEMAC,PSPST,452nm,37.204967
ACEMAC,PSPST,453nm,37.367405
ACEMAC,PSPST,454nm,37.447193
ACEMAC,PSPST,455nm,37.486614
ACEMAC,PSPST,456nm,37.476906
ACEMAC,PSPST,457nm,37.456665
ACEMAC,PSPST,458nm,37.516457
ACEMAC,PSPST,459nm,37.570137
ACEMAC,PSPST,460nm,37.569752
ACEMAC,PSPST,461nm,37.533707
ACEMAC,PSPST,462nm,37.407913
ACEMAC,PSPST,463nm,37.296318
ACEMAC,PSPST,464nm,37.202789
ACEMAC,PSPST,465nm,37.107502
ACEMAC,PSPST,466nm,37.011021
ACEMAC,PSPST,467nm,36.87365
ACEMAC,PSPST,468nm,36.72295
ACEMAC,PSPST,469nm,36.691868
ACEMAC,PSPST,470nm,36.673531
ACEMAC,PSPST,471nm,36.672115
ACEMAC,PSPST,472nm,36.693684
ACEMAC,PSPST,473nm,36.790733
ACEMAC,PSPST,474nm,36.891525
ACEMAC,PSPST,475nm,36.998035
ACEMAC,PSPST,476nm,37.062832
ACEMAC,PSPST,477nm,37.094635
ACEMAC,PSPST,478nm,37.022766
ACEMAC,PSPST,479nm,36.911079
ACEMAC,PSPST,480nm,36.642738
ACEMAC,PSPST,481nm,36.355412
ACEMAC,PSPST,482nm,36.082123
ACEMAC,PSPST,483nm,35.835266
ACEMAC,PSPST,484nm,35.681053
ACEMAC,PSPST,485nm,35.515549
ACEMAC,PSPST,486nm,35.332447
ACEMAC,PSPST,487nm,35.18359
ACEMAC,PSPST,488nm,35.061558
ACEMAC,PSPST,489nm,35.069195
ACEMAC,PSPST,490nm,35.124298
ACEMAC,PSPST,491nm,35.37215
ACEMAC,PSPST,492nm,35.63443
ACEMAC,PSPST,493nm,35.826939
ACEMAC,PSPST,494nm,35.97345
ACEMAC,PSPST,495nm,35.984333
ACEMAC,PSPST,496nm,35.997932
ACEMAC,PSPST,497nm,36.015152
ACEMAC,PSPST,498nm,36.056152
ACEMAC,PSPST,499nm,36.112549
ACEMAC,PSPST,500nm,36.424698
ACEMAC,PSPST,501nm,36.806503
ACEMAC,PSPST,502nm,36.918865
ACEMAC,PSPST,503nm,37.042271
ACEMAC,PSPST,504nm,37.284065
ACEMAC,PSPST,505nm,37.54195
ACEMAC,PSPST,506nm,37.832439
ACEMAC,PSPST,507nm,38.132965
ACEMAC,PSPST,508nm,38.442955
ACEMAC,PSPST,509nm,38.685429
ACEMAC,PSPST,510nm,38.899002
ACEMAC,PSPST,511nm,38.988022
ACEMAC,PSPST,512nm,39.068447
ACEMAC,PSPST,513nm,39.237671
ACEMAC,PSPST,514nm,39.438141
ACEMAC,PSPST,515nm,39.725174
ACEMAC,PSPST,516nm,40.069893
ACEMAC,PSPST,517nm,40.483307
ACEMAC,PSPST,518nm,40.948997
ACEMAC,PSPST,519nm,41.442963
ACEMAC,PSPST,520nm,41.970642
ACEMAC,PSPST,521nm,42.509056
ACEMAC,PSPST,522nm,43.158875
ACEMAC,PSPST,523nm,43.824959
ACEMAC,PSPST,524nm,44.543861
ACEMAC,PSPST,525nm,45.224026
ACEMAC,PSPST,526nm,45.853687
ACEMAC,PSPST,527nm,46.371651
ACEMAC,PSPST,528nm,46.8251
ACEMAC,PSPST,529nm,47.254223
ACEMAC,PSPST,530nm,47.679123
ACEMAC,PSPST,531nm,48.118664
ACEMAC,PSPST,532nm,48.536304
ACEMAC,PSPST,533nm,48.885605
ACEMAC,PSPST,534nm,49.155331
ACEMAC,PSPST,535nm,49.327293
ACEMAC,PSPST,536nm,49.460167
ACEMAC,PSPST,537nm,49.572563
ACEMAC,PSPST,538nm,49.767452
ACEMAC,PSPST,539nm,49.971184
ACEMAC,PSPST,540nm,50.126122
ACEMAC,PSPST,541nm,50.260635
ACEMAC,PSPST,542nm,50.344685
ACEMAC,PSPST,543nm,50.474037
ACEMAC,PSPST,544nm,50.648323
ACEMAC,PSPST,545nm,50.856022
ACEMAC,PSPST,546nm,51.076881
ACEMAC,PSPST,547nm,51.295052
ACEMAC,PSPST,548nm,51.495228
ACEMAC,PSPST,549nm,51.596863
ACEMAC,PSPST,550nm,51.679752
ACEMAC,PSPST,551nm,51.731152
ACEMAC,PSPST,552nm,51.701012
ACEMAC,PSPST,553nm,51.61536
ACEMAC,PSPST,554nm,51.510567
ACEMAC,PSPST,555nm,51.402153
ACEMAC,PSPST,556nm,51.307251
ACEMAC,PSPST,557nm,51.18914
ACEMAC,PSPST,558nm,51.008469
ACEMAC,PSPST,559nm,50.786293
ACEMAC,PSPST,560nm,50.522434
ACEMAC,PSPST,561nm,50.259533
ACEMAC,PSPST,562nm,49.996983
ACEMAC,PSPST,563nm,49.737343
ACEMAC,PSPST,564nm,49.462646
ACEMAC,PSPST,565nm,49.125134
ACEMAC,PSPST,566nm,48.79781
ACEMAC,PSPST,567nm,48.48399
ACEMAC,PSPST,568nm,48.14481
ACEMAC,PSPST,569nm,47.792957
ACEMAC,PSPST,570nm,47.440166
ACEMAC,PSPST,571nm,47.100285
ACEMAC,PSPST,572nm,46.836273
ACEMAC,PSPST,573nm,46.568008
ACEMAC,PSPST,574nm,46.29303
ACEMAC,PSPST,575nm,46.08535
ACEMAC,PSPST,576nm,45.916775
ACEMAC,PSPST,577nm,45.747093
ACEMAC,PSPST,578nm,45.569725
ACEMAC,PSPST,579nm,45.339966
ACEMAC,PSPST,580nm,45.129913
ACEMAC,PSPST,581nm,44.952721
ACEMAC,PSPST,582nm,44.682484
ACEMAC,PSPST,583nm,44.356709
ACEMAC,PSPST,584nm,44.004234
ACEMAC,PSPST,585nm,43.646278
ACEMAC,PSPST,586nm,43.276577
ACEMAC,PSPST,587nm,42.903133
ACEMAC,PSPST,588nm,42.523861
ACEMAC,PSPST,589nm,42.198074
ACEMAC,PSPST,590nm,41.901264
ACEMAC,PSPST,591nm,41.687664
ACEMAC,PSPST,592nm,41.49791
ACEMAC,PSPST,593nm,41.383316
ACEMAC,PSPST,594nm,41.344177
ACEMAC,PSPST,595nm,41.403126
ACEMAC,PSPST,596nm,41.471313
ACEMAC,PSPST,597nm,41.543449
ACEMAC,PSPST,598nm,41.566982
ACEMAC,PSPST,599nm,41.592541
ACEMAC,PSPST,600nm,41.629719
ACEMAC,PSPST,601nm,41.624168
ACEMAC,PSPST,602nm,41.577362
ACEMAC,PSPST,603nm,41.478466
ACEMAC,PSPST,604nm,41.365627
ACEMAC,PSPST,605nm,41.262249
ACEMAC,PSPST,606nm,41.147224
ACEMAC,PSPST,607nm,41.009003
ACEMAC,PSPST,608nm,40.78883
ACEMAC,PSPST,609nm,40.516945
ACEMAC,PSPST,610nm,40.228359
ACEMAC,PSPST,611nm,39.946976
ACEMAC,PSPST,612nm,39.708294
ACEMAC,PSPST,613nm,39.467838
ACEMAC,PSPST,614nm,39.225315
ACEMAC,PSPST,615nm,39.020927
ACEMAC,PSPST,616nm,38.83049
ACEMAC,PSPST,617nm,38.669384
ACEMAC,PSPST,618nm,38.490467
ACEMAC,PSPST,619nm,38.275005
ACEMAC,PSPST,620nm,38.086666
ACEMAC,PSPST,621nm,37.914932
ACEMAC,PSPST,622nm,37.76519
ACEMAC,PSPST,623nm,37.599369
ACEMAC,PSPST,624nm,37.365891
ACEMAC,PSPST,625nm,37.169743
ACEMAC,PSPST,626nm,37.009487
ACEMAC,PSPST,627nm,36.852608
ACEMAC,PSPST,628nm,36.707375
ACEMAC,PSPST,629nm,36.647301
ACEMAC,PSPST,630nm,36.57906
ACEMAC,PSPST,631nm,36.499424
ACEMAC,PSPST,632nm,36.466602
ACEMAC,PSPST,633nm,36.450417
ACEMAC,PSPST,634nm,36.399334
ACEMAC,PSPST,635nm,36.322716
ACEMAC,PSPST,636nm,36.197308
ACEMAC,PSPST,637nm,36.038071
ACEMAC,PSPST,638nm,35.861126
ACEMAC,PSPST,639nm,35.585449
ACEMAC,PSPST,640nm,35.292385
ACEMAC,PSPST,641nm,34.963589
ACEMAC,PSPST,642nm,34.606224
ACEMAC,PSPST,643nm,34.230366
ACEMAC,PSPST,644nm,33.860004
ACEMAC,PSPST,645nm,33.489021
ACEMAC,PSPST,646nm,33.114918
ACEMAC,PSPST,647nm,32.751263
ACEMAC,PSPST,648nm,32.395275
ACEMAC,PSPST,649nm,32.013409
ACEMAC,PSPST,650nm,31.637869
ACEMAC,PSPST,651nm,31.292154
ACEMAC,PSPST,652nm,30.991602
ACEMAC,PSPST,653nm,30.725832
ACEMAC,PSPST,654nm,30.556437
ACEMAC,PSPST,655nm,30.410778
ACEMAC,PSPST,656nm,30.307102
ACEMAC,PSPST,657nm,30.204166
ACEMAC,PSPST,658nm,30.101784
ACEMAC,PSPST,659nm,30.005955
ACEMAC,PSPST,660nm,29.929541
ACEMAC,PSPST,661nm,29.907953
ACEMAC,PSPST,662nm,29.877932
ACEMAC,PSPST,663nm,29.842285
ACEMAC,PSPST,664nm,29.709694
ACEMAC,PSPST,665nm,29.563419
ACEMAC,PSPST,666nm,29.397566
ACEMAC,PSPST,667nm,29.201834
ACEMAC,PSPST,668nm,28.989771
ACEMAC,PSPST,669nm,28.868561
ACEMAC,PSPST,670nm,28.750347
ACEMAC,PSPST,671nm,28.637556
ACEMAC,PSPST,672nm,28.516464
ACEMAC,PSPST,673nm,28.396618
ACEMAC,PSPST,674nm,28.334558
ACEMAC,PSPST,675nm,28.284204
ACEMAC,PSPST,676nm,28.249002
ACEMAC,PSPST,677nm,28.244444
ACEMAC,PSPST,678nm,28.244238
ACEMAC,PSPST,679nm,28.227684
ACEMAC,PSPST,680nm,28.196493
ACEMAC,PSPST,681nm,28.152655
ACEMAC,PSPST,682nm,28.11478
ACEMAC,PSPST,683nm,28.114321
ACEMAC,PSPST,684nm,28.207756
ACEMAC,PSPST,685nm,28.431074
ACEMAC,PSPST,686nm,28.730669
ACEMAC,PSPST,687nm,29.261892
ACEMAC,PSPST,688nm,29.900822
ACEMAC,PSPST,689nm,30.690449
ACEMAC,PSPST,690nm,31.65134
ACEMAC,PSPST,691nm,32.742821
ACEMAC,PSPST,692nm,34.219982
ACEMAC,PSPST,693nm,35.812725
ACEMAC,PSPST,694nm,37.491581
ACEMAC,PSPST,695nm,39.280327
ACEMAC,PSPST,696nm,41.12151
ACEMAC,PSPST,697nm,43.050068
ACEMAC,PSPST,698nm,45.080215
ACEMAC,PSPST,699nm,47.153576
ACEMAC,PSPST,700nm,49.281506
ACEMAC,PSPST,701nm,51.460716
ACEMAC,PSPST,702nm,53.682266
ACEMAC,PSPST,703nm,55.949818
ACEMAC,PSPST,704nm,58.269108
ACEMAC,PSPST,705nm,60.67815
ACEMAC,PSPST,706nm,63.015217
ACEMAC,PSPST,707nm,65.306107
ACEMAC,PSPST,708nm,67.482574
ACEMAC,PSPST,709nm,69.523376
ACEMAC,PSPST,710nm,71.467216
ACEMAC,PSPST,711nm,72.798996
ACEMAC,PSPST,712nm,73.908394
ACEMAC,PSPST,713nm,74.705841
ACEMAC,PSPST,714nm,75.328201
ACEMAC,PSPST,715nm,75.951431
ACEMAC,PSPST,716nm,76.678185
ACEMAC,PSPST,717nm,77.498543
ACEMAC,PSPST,718nm,78.363121
ACEMAC,PSPST,719nm,79.230331
ACEMAC,PSPST,720nm,80.201866
ACEMAC,PSPST,721nm,81.263123
ACEMAC,PSPST,722nm,82.796677
ACEMAC,PSPST,723nm,84.60405
ACEMAC,PSPST,724nm,86.792519
ACEMAC,PSPST,725nm,89.299881
ACEMAC,PSPST,726nm,91.930801
ACEMAC,PSPST,727nm,94.72406
ACEMAC,PSPST,728nm,97.679901
ACEMAC,PSPST,729nm,100.745872
ACEMAC,PSPST,730nm,104.048294
ACEMAC,PSPST,731nm,107.441307
ACEMAC,PSPST,732nm,110.893921
ACEMAC,PSPST,733nm,114.395317
ACEMAC,PSPST,734nm,117.881203
ACEMAC,PSPST,735nm,121.352905
ACEMAC,PSPST,736nm,124.596214
ACEMAC,PSPST,737nm,127.774147
ACEMAC,PSPST,738nm,130.874405
ACEMAC,PSPST,739nm,133.500534
ACEMAC,PSPST,740nm,135.949707
ACEMAC,PSPST,741nm,138.182007
ACEMAC,PSPST,742nm,140.210754
ACEMAC,PSPST,743nm,142.120758
ACEMAC,PSPST,744nm,143.850632
ACEMAC,PSPST,745nm,145.379242
ACEMAC,PSPST,746nm,146.795349
ACEMAC,PSPST,747nm,148.049988
ACEMAC,PSPST,748nm,148.993683
ACEMAC,PSPST,749nm,149.696182
ACEMAC,PSPST,750nm,149.923401
ACEMAC,PSPST,751nm,149.513702
ACEMAC,PSPST,752nm,148.566101
ACEMAC,PSPST,753nm,146.44487
ACEMAC,PSPST,754nm,143.164368
ACEMAC,PSPST,755nm,139.073578
ACEMAC,PSPST,756nm,133.76738
ACEMAC,PSPST,757nm,128.379227
ACEMAC,PSPST,758nm,123.064735
ACEMAC,PSPST,759nm,118.40239
ACEMAC,PSPST,760nm,114.62899
ACEMAC,PSPST,761nm,111.647461
ACEMAC,PSPST,762nm,110.377792
ACEMAC,PSPST,763nm,110.381088
ACEMAC,PSPST,764nm,111.376427
ACEMAC,PSPST,765nm,114.022812
ACEMAC,PSPST,766nm,118.044258
ACEMAC,PSPST,767nm,122.933998
ACEMAC,PSPST,768nm,128.778046
ACEMAC,PSPST,769nm,134.511642
ACEMAC,PSPST,770nm,140.019791
ACEMAC,PSPST,771nm,144.966843
ACEMAC,PSPST,772nm,148.964432
ACEMAC,PSPST,773nm,152.343033
ACEMAC,PSPST,774nm,154.933884
ACEMAC,PSPST,775nm,156.591766
ACEMAC,PSPST,776nm,157.844574
ACEMAC,PSPST,777nm,158.723541
ACEMAC,PSPST,778nm,159.143051
ACEMAC,PSPST,779nm,159.451813
ACEMAC,PSPST,780nm,159.683029
AMBIENT,PSPST,Time,2019/08/14_11:18:44
AMBIENT,PSPST,LUX,26393.98828
AMBIENT,PSPST,fc,2452.9729
AMBIENT,PSPST,CCT,5333
AMBIENT,PSPST,Duv,0.00277
AMBIENT,PSPST,I-Time,27
AMBIENT,PSPST,x,0.336516
AMBIENT,PSPST,y,0.350028
AMBIENT,PSPST,u',0.20622
AMBIENT,PSPST,v',0.482627
AMBIENT,PSPST,deltax,0.000122
AMBIENT,PSPST,deltay,0.005578
AMBIENT,PSPST,deltau',-0.002053
AMBIENT,PSPST,deltav',0.002789
AMBIENT,PSPST,LambdaP,749
AMBIENT,PSPST,LambdaPV,417.799347
AMBIENT,PSPST,LambdaD,562
AMBIENT,PSPST,Purity,6.017686
AMBIENT,PSPST,IRR,132.523346
AMBIENT,PSPST,CRI,98.685959
AMBIENT,PSPST,R1,98.471985
AMBIENT,PSPST,R2,99.223511
AMBIENT,PSPST,R3,99.477318
AMBIENT,PSPST,R4,98.44561
AMBIENT,PSPST,R5,98.681648
AMBIENT,PSPST,R6,98.958336
AMBIENT,PSPST,R7,98.822639
AMBIENT,PSPST,R8,97.406593
AMBIENT,PSPST,R9,93.106445
AMBIENT,PSPST,R10,98.097916
AMBIENT,PSPST,R11,98.000351
AMBIENT,PSPST,R12,98.935402
AMBIENT,PSPST,R13,98.578705
AMBIENT,PSPST,R14,99.620468
AMBIENT,PSPST,R15,98.077484
AMBIENT,PSPST,PPFD,468.043121
AMBIENT,PSPST,PFD,653.297119
AMBIENT,PSPST,PFD-UV,10.288771
AMBIENT,PSPST,PFD-B,120.699593
AMBIENT,PSPST,PFD-G,169.458908
AMBIENT,PSPST,PFD-R,181.160614
AMBIENT,PSPST,PFD-FR,177.579453
AMBIENT,PSPST,380nm,121.116432
AMBIENT,PSPST,381nm,122.253418
AMBIENT,PSPST,382nm,123.670052
AMBIENT,PSPST,383nm,124.905441
AMBIENT,PSPST,384nm,125.879189
AMBIENT,PSPST,385nm,128.228531
AMBIENT,PSPST,386nm,131.747314
AMBIENT,PSPST,387nm,133.084534
AMBIENT,PSPST,388nm,133.356186
AMBIENT,PSPST,389nm,136.120102
AMBIENT,PSPST,390nm,139.493988
AMBIENT,PSPST,391nm,140.846741
AMBIENT,PSPST,392nm,142.327774
AMBIENT,PSPST,393nm,147.570984
AMBIENT,PSPST,394nm,153.322586
AMBIENT,PSPST,395nm,161.125198
AMBIENT,PSPST,396nm,168.692932
AMBIENT,PSPST,397nm,175.785706
AMBIENT,PSPST,398nm,184.525284
AMBIENT,PSPST,399nm,195.17244
AMBIENT,PSPST,400nm,204.403061
AMBIENT,PSPST,401nm,212.673767
AMBIENT,PSPST,402nm,221.85936
AMBIENT,PSPST,403nm,231.384918
AMBIENT,PSPST,404nm,236.11293
AMBIENT,PSPST,405nm,240.075668
AMBIENT,PSPST,406nm,242.057434
AMBIENT,PSPST,407nm,243.944305
AMBIENT,PSPST,408nm,245.248795
AMBIENT,PSPST,409nm,246.796127
AMBIENT,PSPST,410nm,249.017883
AMBIENT,PSPST,411nm,251.658279
AMBIENT,PSPST,412nm,254.927582
AMBIENT,PSPST,413nm,257.272888
AMBIENT,PSPST,414nm,258.815094
AMBIENT,PSPST,415nm,260.905731
AMBIENT,PSPST,416nm,263.265381
AMBIENT,PSPST,417nm,264.101868
AMBIENT,PSPST,418nm,264.574524
AMBIENT,PSPST,419nm,264.943665
AMBIENT,PSPST,420nm,265.267761
AMBIENT,PSPST,421nm,265.15332
AMBIENT,PSPST,422nm,264.83374
AMBIENT,PSPST,423nm,263.784668
AMBIENT,PSPST,424nm,261.967834
AMBIENT,PSPST,425nm,258.774017
AMBIENT,PSPST,426nm,256.355499
AMBIENT,PSPST,427nm,254.721237
AMBIENT,PSPST,428nm,254.640274
AMBIENT,PSPST,429nm,255.444748
AMBIENT,PSPST,430nm,257.245911
AMBIENT,PSPST,431nm,259.332428
AMBIENT,PSPST,432nm,262.096161
AMBIENT,PSPST,433nm,264.977936
AMBIENT,PSPST,434nm,268.762268
AMBIENT,PSPST,435nm,273.292297
AMBIENT,PSPST,436nm,280.753296
AMBIENT,PSPST,437nm,287.451477
AMBIENT,PSPST,438nm,292.708252
AMBIENT,PSPST,439nm,297.457367
AMBIENT,PSPST,440nm,301.678406
AMBIENT,PSPST,441nm,305.296112
AMBIENT,PSPST,442nm,308.566833
AMBIENT,PSPST,443nm,313.521942
AMBIENT,PSPST,444nm,318.950775
AMBIENT,PSPST,445nm,324.892609
AMBIENT,PSPST,446nm,330.65036
AMBIENT,PSPST,447nm,333.605011
AMBIENT,PSPST,448nm,336.353912
AMBIENT,PSPST,449nm,338.382751
AMBIENT,PSPST,450nm,340.911346
AMBIENT,PSPST,451nm,344.286407
AMBIENT,PSPST,452nm,347.027283
AMBIENT,PSPST,453nm,349.185211
AMBIENT,PSPST,454nm,350.580292
AMBIENT,PSPST,455nm,351.602814
AMBIENT,PSPST,456nm,352.27771
AMBIENT,PSPST,457nm,352.878143
AMBIENT,PSPST,458nm,354.34549
AMBIENT,PSPST,459nm,355.757751
AMBIENT,PSPST,460nm,356.658997
AMBIENT,PSPST,461nm,357.236115
AMBIENT,PSPST,462nm,356.997375
AMBIENT,PSPST,463nm,356.755585
AMBIENT,PSPST,464nm,356.509857
AMBIENT,PSPST,465nm,356.318939
AMBIENT,PSPST,466nm,356.165131
AMBIENT,PSPST,467nm,355.943237
AMBIENT,PSPST,468nm,355.699188
AMBIENT,PSPST,469nm,356.01593
AMBIENT,PSPST,470nm,356.434082
AMBIENT,PSPST,471nm,357.463379
AMBIENT,PSPST,472nm,358.642151
AMBIENT,PSPST,473nm,360.311707
AMBIENT,PSPST,474nm,362.064056
AMBIENT,PSPST,475nm,363.943024
AMBIENT,PSPST,476nm,365.45578
AMBIENT,PSPST,477nm,366.678833
AMBIENT,PSPST,478nm,366.781494
AMBIENT,PSPST,479nm,366.453857
AMBIENT,PSPST,480nm,364.110443
AMBIENT,PSPST,481nm,361.546631
AMBIENT,PSPST,482nm,359.580688
AMBIENT,PSPST,483nm,357.815186
AMBIENT,PSPST,484nm,356.752472
AMBIENT,PSPST,485nm,355.632416
AMBIENT,PSPST,486nm,354.422974
AMBIENT,PSPST,487nm,353.365082
AMBIENT,PSPST,488nm,352.425873
AMBIENT,PSPST,489nm,352.764526
AMBIENT,PSPST,490nm,353.570862
AMBIENT,PSPST,491nm,356.085663
AMBIENT,PSPST,492nm,358.710083
AMBIENT,PSPST,493nm,360.500366
AMBIENT,PSPST,494nm,361.758484
AMBIENT,PSPST,495nm,361.447174
AMBIENT,PSPST,496nm,361.129456
AMBIENT,PSPST,497nm,360.803192
AMBIENT,PSPST,498nm,360.486877
